AAEL000001	bystin
AAEL011868	conserved hypothetical protein
AAEL011869	conserved hypothetical protein
AAEL011870	rap55
AAEL011871	cytochrome C1
AAEL011872	conserved hypothetical protein
AAEL011873	ubiquitin-conjugating enzyme
AAEL011874	conserved hypothetical protein
AAEL011875	conserved hypothetical protein
AAEL011876	conserved hypothetical protein
AAEL011877	Protein arginine N-methyltransferase 7 (EC 2.1.1.-)
AAEL011878	glucose transporter
AAEL011879	citron ser/thr kinase
AAEL011880	hypothetical protein
AAEL011881	conserved hypothetical protein
AAEL011882	trypsin-zeta, putative
AAEL011883	conserved hypothetical protein
AAEL011884	hypothetical protein
AAEL011885	monocarboxylate transporter
AAEL011886	hypothetical protein
AAEL011887	zinc finger protein
AAEL011888	serine-type enodpeptidase,
AAEL011889	serine-type enodpeptidase,
AAEL011890	conserved hypothetical protein
AAEL011891	serine-type enodpeptidase,
AAEL011892	receptor for activated C kinase, putative
AAEL011893	conserved hypothetical protein
AAEL011894	hypothetical protein
AAEL011895	odorant receptor
AAEL011896	hypothetical protein
AAEL011897	conserved hypothetical protein
AAEL011898	1-acyl-sn-glycerol-3-phosphate acyltransferase
AAEL011899	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, putative
AAEL011900	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, putative
AAEL011901	1-acyl-sn-glycerol-3-phosphate acyltransferase
AAEL011902	1-acylglycerol-3-phosphate O-acyltransferase, putative
AAEL011903	zinc finger protein
AAEL011904	zinc finger protein
AAEL011905	myosin i
AAEL011906	histone H1, putative
AAEL011907	predicted protein
AAEL011908	histone H1, putative
AAEL011909	conserved hypothetical protein
AAEL011910	conserved hypothetical protein
AAEL011911	conserved hypothetical protein
AAEL011912	mannose-1-phosphate guanyltransferase
AAEL011913	serine-type enodpeptidase,
AAEL011914	conserved hypothetical protein
AAEL011915	F-box/lrr protein fragment
AAEL011916	serine-type enodpeptidase,
AAEL011917	serine-type enodpeptidase,
AAEL011918	hypothetical protein
AAEL011919	serine-type enodpeptidase,
AAEL011920	serine-type enodpeptidase,
AAEL011921	conserved hypothetical protein
AAEL011922	serine-type enodpeptidase,
AAEL011923	F-box/lrr protein fragment
AAEL011924	conserved hypothetical protein
AAEL011925	mitochondrial ribosomal protein, S31, putative
AAEL011926	brachyury
AAEL011927	mind bomb
AAEL011928	conserved hypothetical protein
AAEL011929	serine-type enodpeptidase,
AAEL011930	conserved hypothetical protein
AAEL011931	conserved hypothetical protein
AAEL011933	hypothetical protein
AAEL011934	glutathionetransferase
AAEL011935	conserved hypothetical protein
AAEL011936	hypothetical protein
AAEL011937	glucosyl/glucuronosyl transferases
AAEL011938	conserved hypothetical protein
AAEL011939	conserved hypothetical protein
AAEL011940	hypothetical protein
AAEL011941	oxidase/peroxidase
AAEL011942	zinc finger protein
AAEL011943	hairy protein
AAEL011945	conserved hypothetical protein
AAEL011946	hypothetical protein
AAEL011947	conserved hypothetical protein
AAEL011948	conserved hypothetical protein
AAEL011949	transferrin
AAEL011950	conserved hypothetical protein
AAEL011951	elongase, putative
AAEL011952	kelch repeat protein
AAEL011953	oxysterol binding protein 9,
AAEL011954	elongase, putative
AAEL011955	conserved hypothetical protein
AAEL011956	conserved hypothetical protein
AAEL011957	elongase, putative
AAEL011958	conserved hypothetical protein
AAEL011959	conserved hypothetical protein
AAEL011960	conserved hypothetical protein
AAEL011961	conserved hypothetical protein
AAEL011962	conserved hypothetical protein
AAEL011963	conserved hypothetical protein
AAEL011964	hypothetical protein
AAEL011965	nuclear lamin L1 alpha, putative
AAEL011966	conserved hypothetical protein
AAEL011967	DNA photolyase
AAEL011968	conserved hypothetical protein
AAEL011969	protein-s isoprenylcysteine o-methyltransferase
AAEL011970	GPCR Purine/Adenosine Family
AAEL011971	hypothetical protein
AAEL011972	actin binding protein, putative
AAEL011973	fumarylacetoacetate hydrolase
AAEL011974	conserved hypothetical protein
AAEL011975	ubiquitin specific protease
AAEL011976	hypothetical protein
AAEL011977	conserved hypothetical protein
AAEL011978	mannosidase alpha class 2a
AAEL011979	calmodulin
AAEL011980	hypothetical protein
AAEL011981	glutamate decarboxylase
AAEL011982	cortactin
AAEL011983	scaffold protein salvador (shar-pei)
AAEL011984	conserved hypothetical protein
AAEL011985	conserved hypothetical protein
AAEL011986	conserved hypothetical protein
AAEL011987	conserved hypothetical protein
AAEL011988	tRNA selenocysteine associated protein (secp43)
AAEL011989	signal peptide peptidase
AAEL011990	carbohydrate sulfotransferase
AAEL011991	Clip-domain serine protease, family C.
AAEL011992	NADH:ubiquinone dehydrogenase, putative
AAEL011993	conserved hypothetical protein
AAEL011994	conserved hypothetical protein
AAEL011995	conserved hypothetical protein
AAEL011996	conserved hypothetical protein
AAEL011997	hypothetical protein
AAEL011998	hypothetical protein
AAEL011999	histone H4
AAEL012000	conserved hypothetical protein
AAEL012001	Galectin.
AAEL012002	beta-1,4-galactosyltransferase
AAEL012003	Galectin.
AAEL012004	beta-arrestin 1,
AAEL012005	conserved hypothetical protein
AAEL012006	conserved hypothetical protein
AAEL012007	hypothetical protein
AAEL012008	cyclophilin
AAEL012009	conserved hypothetical protein
AAEL012010	conserved hypothetical protein
AAEL012011	nedd8-conjugating enzyme nce2
AAEL012012	conserved hypothetical protein
AAEL012013	hypothetical protein
AAEL012014	l-lactate dehydrogenase
AAEL012015	DEAD box ATP-dependent RNA helicase
AAEL012016	endomembrane protein emp70
AAEL012017	hypothetical protein
AAEL012018	hypothetical protein
AAEL012019	conserved hypothetical protein
AAEL012020	conserved hypothetical protein
AAEL012021	bestrophin 2,3,4
AAEL012022	hypothetical protein
AAEL012023	conserved hypothetical protein
AAEL012024	hypothetical protein
AAEL012025	mitochondrial ribosomal protein, L45, putative
AAEL012026	translation initiation factor 5C, putative
AAEL012027	hypothetical protein
AAEL012028	proacrosin, putative
AAEL012029	conserved hypothetical protein
AAEL012030	preproacrosin, putative
AAEL012031	conserved hypothetical protein
AAEL012032	hypothetical protein
AAEL012033	conserved hypothetical protein
AAEL012034	alpha-1,3-mannosyltransferase
AAEL012035	vacuolar ATP synthase subunit e
AAEL012036	sulphate transporter
AAEL012037	sulphate transporter
AAEL012038	hypothetical protein
AAEL012039	zinc finger protein
AAEL012040	hypothetical protein
AAEL012041	sulphate transporter
AAEL012042	sugar transporter
AAEL012043	secreted modular calcium-binding protein
AAEL012044	sugar transporter
AAEL012045	gar2, putative
AAEL012046	flotillin-1
AAEL012047	conserved hypothetical protein
AAEL012048	conserved hypothetical protein
AAEL012049	signal recognition particle, 9kD-subunit, putative
AAEL012050	hypothetical protein
AAEL012051	conserved hypothetical protein
AAEL012052	conserved hypothetical protein
AAEL012053	GPCR Neuropeptide Y Family
AAEL012054	quiescin-sulphydryl oxidase4, putative
AAEL012055	dfg10 protein
AAEL012056	oxysterol-binding protein 1a
AAEL012057	enhancer of polycomb
AAEL012058	hypothetical protein
AAEL012059	conserved hypothetical protein
AAEL012060	PBAN-type neuropeptides Precursor (Pheromone/pyrokinin biosynthesis-activating neuropeptide) [Contains AAAMWFGPRL-amide(Pyrokinin-1);QPQPVFYHSTTPRL-amide;DASSSNENNSRPPFAPRL-amide(Pyrokinin-2);NLPFSPRL-amide(Pyrokinin-3)]
AAEL012061	conserved hypothetical protein
AAEL012062	Na+/K+ ATPase alpha subunit
AAEL012063	conserved hypothetical protein
AAEL012064	Niemann-Pick Type C-2, putative
AAEL012065	cytoplasmic polyadenylation element binding protein (cpeb)
AAEL012066	conserved hypothetical protein
AAEL012067	conserved hypothetical protein
AAEL012068	conserved hypothetical protein
AAEL012069	glutathione peroxidase
AAEL012070	hypothetical protein
AAEL012071	ras
AAEL012072	histone H3
AAEL012073	conserved hypothetical protein
AAEL012074	conserved hypothetical protein
AAEL012075	conserved hypothetical protein
AAEL012076	conserved hypothetical protein
AAEL012077	NAD dehydrogenase
AAEL012078	conserved hypothetical protein
AAEL012079	conserved hypothetical protein
AAEL012080	hypothetical protein
AAEL012081	conserved hypothetical protein
AAEL012082	NF-180, putative
AAEL012083	receptor protein-tyrosine phosphatase 10d
AAEL012084	conserved hypothetical protein
AAEL012085	hypothetical protein
AAEL012086	hypothetical protein
AAEL012087	serine protease, putative
AAEL012088	conserved hypothetical protein
AAEL012089	conserved hypothetical protein
AAEL012090	hypothetical protein
AAEL012091	hypothetical protein
AAEL012092	leucine-rich repeat
AAEL012093	leucine-rich transmembrane protein
AAEL012094	casein kinase ii, alpha chain (cmgc group iv)
AAEL012095	26S protease regulatory subunit
AAEL012096	conserved hypothetical protein
AAEL012097	app binding protein
AAEL012098	synaptic vesicle protein
AAEL012099	protease m1 zinc metalloprotease
AAEL012100	conserved hypothetical protein
AAEL012101	tubulin alpha chain
AAEL012102	conserved hypothetical protein
AAEL012103	hypothetical protein
AAEL012104	conserved hypothetical protein
AAEL012105	Zinc finger protein-like 1 homolog 
AAEL012106	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate
AAEL012107	conserved hypothetical protein
AAEL012108	conserved hypothetical protein
AAEL012109	sucrose transport protein
AAEL012110	protease m1 zinc metalloprotease
AAEL012111	conserved hypothetical protein
AAEL012112	ubiquitin conjugating enzyme 7 interacting protein
AAEL012113	vacuolar ATP synthase proteolipid subunit
AAEL012114	troponin C
AAEL012115	vacuolar protein sorting
AAEL012116	glutaredoxin, putative
AAEL012117	mitochondrial carrier protein
AAEL012118	slowpoke binding protein
AAEL012119	hypothetical protein
AAEL012120	fad oxidoreductase
AAEL012121	hypothetical protein
AAEL012122	26S proteasome regulatory subunit S3
AAEL012123	conserved hypothetical protein
AAEL012124	conserved hypothetical protein
AAEL012125	activin receptor type I, putative
AAEL012126	F-box/lrr protein, drome
AAEL012127	hypothetical protein
AAEL012128	cationic amino acid transporter
AAEL012129	cationic amino acid transporter
AAEL012130	ordml, arthropod
AAEL012131	cationic amino acid transporter
AAEL012132	slimfast (slif)
AAEL012133	conserved hypothetical protein
AAEL012134	pur-alpha
AAEL012135	Galectin.
AAEL012136	allergen, putative
AAEL012137	conserved hypothetical protein
AAEL012138	24-dehydrocholesterol reductase
AAEL012139	allatostatin, B-type, putative
AAEL012140	tRNA-dihydrouridine synthase
AAEL012141	odorant receptor
AAEL012142	timeout/timeless-2
AAEL012143	caspase
AAEL012144	cytochrome P450
AAEL012145	nfrkb
AAEL012146	ubiquitin specific protease
AAEL012147	conserved hypothetical protein
AAEL012148	conserved hypothetical protein
AAEL012149	npdc-1
AAEL012150	hypothetical protein
AAEL012151	ral guanine nucleotide exchange factor  with ph domain and sh3 binding motif, ralgps
AAEL012152	activin receptor type I, putative
AAEL012153	conserved hypothetical protein
AAEL012154	2,3-cyclic-nucleotide 2-phosphodiesterase
AAEL012155	conserved hypothetical protein
AAEL012156	n6-adenosine-methyltransferase ime4
AAEL012157	conserved hypothetical protein
AAEL012158	WD repeat-containing protein 48 homolog 
AAEL012159	membrane-associated protein gex-3
AAEL012160	hypothetical protein
AAEL012161	hypothetical protein
AAEL012162	aldehyde dehydrogenase
AAEL012163	hypothetical protein
AAEL012164	Spaetzle-likecytokine.
AAEL012165	aldehyde dehydrogenase, putative
AAEL012166	conserved hypothetical protein
AAEL012167	elongation factor tu (ef-tu)
AAEL012168	zinc finger protein
AAEL012169	conserved hypothetical protein
AAEL012170	ATP-binding cassette transporter
AAEL012171	RNA recognition motif protein split ends
AAEL012172	methylthioadenosine phosphorylase
AAEL012173	hypothetical protein
AAEL012174	metalloproteinase, putative
AAEL012175	ATP synthase alpha subunit mitochondrial
AAEL012176	conserved hypothetical protein
AAEL012177	hypothetical protein
AAEL012178	hypothetical protein
AAEL012179	methylthioadenosine phosphorylase
AAEL012180	conserved hypothetical protein
AAEL012181	conserved hypothetical protein
AAEL012182	conserved hypothetical protein
AAEL012183	mfs transporter
AAEL012184	glutaminyl-peptide cyclotransferase
AAEL012185	ribosome biogenesis regulatory protein
AAEL012186	phosphatase and actin regulator
AAEL012187	lethal(3)malignant brain tumor
AAEL012188	hypothetical protein
AAEL012189	multidrug resistance protein 1 (ATP-binding cassette C1)
AAEL012190	GPCR Neuropeptide Y Family
AAEL012191	hypothetical protein
AAEL012192	ATP-binding cassette transporter
AAEL012193	hypothetical protein
AAEL012194	cysteine-rich venom protein, putative
AAEL012195	small GTPase, putative
AAEL012196	conserved hypothetical protein
AAEL012197	conserved hypothetical protein
AAEL012198	ADP,ATP carrier protein
AAEL012199	lipase 1 precursor
AAEL012200	protein kinase C inhibitor, putative
AAEL012201	DNAJ homolog subfamily B member 13
AAEL012202	transcription initiation factor IIE, alpha subunit
AAEL012203	conserved hypothetical protein
AAEL012204	cysteine-rich venom protein, putative
AAEL012205	conserved hypothetical protein
AAEL012206	microtubule-associated protein tau
AAEL012207	myosin light chain 1,
AAEL012208	hypothetical protein
AAEL012209	ring finger protein
AAEL012210	hypothetical protein
AAEL012211	microfibrillar-associated protein, putative
AAEL012212	conserved hypothetical protein
AAEL012213	conserved hypothetical protein
AAEL012214	hypothetical protein
AAEL012215	conserved hypothetical protein
AAEL012216	cathepsin b
AAEL012217	protease m1 zinc metalloprotease
AAEL012218	mitochondria associated granulocyte macrophage csf signaling molecule
AAEL012219	ubiquitin specific protease
AAEL012220	hypothetical protein
AAEL012221	hypothetical protein
AAEL012222	conserved hypothetical protein
AAEL012223	zinc finger protein
AAEL012224	zinc finger protein
AAEL012225	conserved hypothetical protein
AAEL012226	conserved hypothetical protein
AAEL012227	conserved hypothetical protein
AAEL012228	SspC, putative
AAEL012229	hypothetical protein
AAEL012230	flagellar protein, putative
AAEL012231	hypothetical protein
AAEL012232	hypothetical protein
AAEL012233	hypothetical protein
AAEL012234	cytoplasmic dynein intermediate chain, (dhic)
AAEL012235	conserved hypothetical protein
AAEL012236	hypothetical protein
AAEL012237	bhlhzip transcription factor max/bigmax
AAEL012238	glutaredoxin, putative
AAEL012239	testis development protein nyd-sp29
AAEL012240	protein transport protein sec13
AAEL012241	hypothetical protein
AAEL012242	hypothetical protein
AAEL012243	conserved hypothetical protein
AAEL012244	hypothetical protein
AAEL012245	conserved hypothetical protein
AAEL012246	conserved hypothetical protein
AAEL012247	conserved hypothetical protein
AAEL012248	histamine-gated chloride channel subunit
AAEL012249	conserved hypothetical protein
AAEL012250	developmentally regulated GTP-binding protein 2 (drg 2)
AAEL012251	low-density lipoprotein receptor (ldl)
AAEL012252	hypothetical protein
AAEL012253	hypothetical protein
AAEL012254	odorant receptor
AAEL012255	conserved hypothetical protein
AAEL012256	lung seven transmembrane receptor
AAEL012257	conserved hypothetical protein
AAEL012258	platelet-activating factor acetylhydrolase ib
AAEL012259	hypothetical protein
AAEL012260	WD-repeat protein
AAEL012261	Probable cytosolic Fe-S cluster assembly factor AAEL012261 
AAEL012262	conserved hypothetical protein
AAEL012263	zinc finger protein
AAEL012264	mitochondrial ribosomal protein L24
